Name,Year_of_Release,Platform,Genre,Publisher,Developer,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,is_multiplatform
Tony Hawk's Underground,2003,"GBA, GC, PS2, XB",Sports,Activision,Neversoft Entertainment,4.11,1.84,0.01,0.5,6.47,True
Madden NFL 13,2012,"PS3, PSV, Wii, WiiU, X360",Sports,Electronic Arts,EA Tiburon,5.6,0.38,0.0,0.4700000000000001,6.46,True
Finding Nemo,2003,"GBA, GC, PS2, XB",Action,THQ,Traveller's Tales,4.02,1.9899999999999998,0.09,0.36000000000000004,6.46,True
Halo: Combat Evolved,2001,XB,Shooter,Microsoft Game Studios,Bungie Software,4.98,1.3,0.08,0.07,6.43,False
Just Dance 2014,2013,"PS3, PS4, Wii, WiiU, X360, XOne",Misc,Ubisoft,Ubisoft,3.5699999999999994,2.2,0.0,0.6300000000000001,6.42,True
Pokémon Emerald Version,2004,GBA,Role-Playing,Nintendo,Game Freak,2.57,1.58,2.06,0.21,6.41,False
Kingdom Hearts,2002,PS2,Role-Playing,Sony Computer Entertainment,SquareSoft,3.64,1.2,1.49,0.07,6.4,False
Pokémon Crystal Version,2000,GB,Role-Playing,Nintendo,,2.55,1.56,1.29,0.99,6.39,False
Kung Fu Panda,2008,"DS, PC, PS2, PS3, Wii, X360",Action,Activision,"Luxoflux, Inc.",3.42,1.95,0.0,1.02,6.38,True
Tom Clancy's The Division,2016,"PC, PS4, XOne",Shooter,Ubisoft,Massive Entertainment,2.8600000000000003,2.53,0.15,0.8400000000000001,6.37,True
FIFA Soccer 07,2006,"DS, GC, PS2, PSP, X360, XB",Sports,Electronic Arts,,1.55,3.53,0.03,1.26,6.37,True
Need for Speed Carbon,2006,"GC, PC, PS2, PS3, Wii, X360, XB",Racing,Electronic Arts,EA Canada,3.54,2.11,0.12000000000000001,0.5800000000000001,6.369999999999999,True
Halo 3: ODST,2009,X360,Shooter,Microsoft Game Studios,"Bungie Software, Bungie",4.34,1.34,0.06,0.61,6.34,False
Super Mario Sunshine,2002,GC,Platform,Nintendo,Nintendo,4.01,1.26,0.87,0.17,6.31,False
Street Fighter II: The World Warrior,1992,SNES,Fighting,Capcom,,2.47,0.83,2.87,0.12,6.3,False
The Sims 3,2010,"DS, PS3, Wii, X360",Simulation,Electronic Arts,The Sims Studio,2.9499999999999997,2.6100000000000003,0.02,0.7,6.3,True
World of Warcraft,2004,PC,Role-Playing,Activision,Blizzard Entertainment,0.08,6.21,0.0,0.0,6.29,False
Pro Evolution Soccer 2008,2007,"PS2, PS3, X360",Sports,Konami Digital Entertainment,Konami,0.16999999999999998,2.0,1.0,3.11,6.29,True
Driver,1999,PS,Action,GT Interactive,Reflections Interactive,3.11,2.8,0.02,0.33,6.27,False
Gears of War 3,2011,X360,Shooter,Microsoft Game Studios,Epic Games,4.05,1.59,0.07,0.5,6.21,False
Borderlands 2,2012,"PC, PS3, X360",Shooter,Take-Two Interactive,Gearbox Software,3.36,2.0100000000000002,0.14,0.7,6.209999999999999,True
Kinect Sports,2010,X360,Sports,Microsoft Game Studios,Rare Ltd.,3.92,1.73,0.03,0.51,6.19,False
Golf,1984,"GB, NES",Sports,Nintendo,,2.05,0.6100000000000001,3.38,0.08,6.13,True
Metal Gear Solid,1998,"GB, PS",Action,Konami Digital Entertainment,KCEJ,3.18,1.83,0.8500000000000001,0.24,6.1000000000000005,True
Gears of War,2006,X360,Shooter,Microsoft Game Studios,Epic Games,3.54,1.88,0.07,0.6,6.09,False
Namco Museum,2001,"GBA, PS2",Misc,Namco Bandai Games,Mass Media,4.73,1.1800000000000002,0.05,0.09000000000000001,6.0600000000000005,True
NBA 2K13,2012,"PC, PS3, Wii, WiiU, X360",Sports,Take-Two Interactive,Visual Concepts,4.760000000000001,0.7200000000000001,0.060000000000000005,0.5,6.050000000000001,True
Metal Gear Solid 2: Sons of Liberty,2001,PS2,Action,Konami Digital Entertainment,KCEJ,2.45,2.01,0.87,0.72,6.05,False
Sonic the Hedgehog 2,1992,GEN,Platform,Sega,,4.47,1.2,0.16,0.19,6.03,False
Skylanders SWAP Force,2013,"3DS, PS3, PS4, Wii, WiiU, X360, XOne",Platform,Activision,Vicarious Visions,3.4000000000000004,1.96,0.0,0.6400000000000001,6.0200000000000005,True
The Witcher 3: Wild Hunt,2015,"PC, PS4, XOne",Role-Playing,Namco Bandai Games,CD Projekt Red Studio,1.92,3.09,0.23,0.75,6.0,True
LEGO Batman 2: DC Super Heroes,2012,"3DS, DS, PS3, PSV, Wii, X360",Action,Warner Bros. Interactive Entertainment,TT Games,3.2600000000000002,2.11,0.0,0.6300000000000001,6.0,True
Metal Gear Solid 4: Guns of the Patriots,2008,PS3,Action,Konami Digital Entertainment,Kojima Productions,2.63,1.71,0.83,0.82,5.99,False
Pro Evolution Soccer 2010,2009,"PC, PS2, PS3, PSP, Wii, X360",Sports,Konami Digital Entertainment,Konami,0.73,2.6399999999999997,0.8700000000000001,1.73,5.9799999999999995,True
Final Fantasy XII,2006,PS2,Role-Playing,Square Enix,Square Enix,1.88,0.0,2.33,1.74,5.95,False
Madden NFL 11,2010,"PS2, PS3, PSP, X360",Sports,Electronic Arts,EA Tiburon,5.18,0.29000000000000004,0.0,0.48,5.95,True
Toy Story 3: The Video Game,2010,"DS, PS3, PSP, Wii, X360",Action,Disney Interactive Studios,,2.7100000000000004,2.4699999999999998,0.02,0.7200000000000001,5.92,True
Medal of Honor,2010,"PC, PS3, X360",Shooter,Electronic Arts,"Dice, Danger Close",3.04,2.0700000000000003,0.11000000000000001,0.69,5.91,True
Madden NFL 2003,2002,"GBA, GC, PS2, XB",Sports,Electronic Arts,EA Sports,4.800000000000001,0.48,0.01,0.6100000000000001,5.89,True
L.A. Noire,2011,"PS3, X360",Adventure,Take-Two Interactive,Team Bondi,2.79,2.21,0.13999999999999999,0.73,5.87,True
Madden NFL 2002,2001,"GBA, GC, N64, PS, PS2",Sports,Electronic Arts,EA Sports,4.390000000000001,0.91,0.01,0.54,5.83,True
LittleBigPlanet,2008,PS3,Platform,Sony Computer Entertainment,"SCE/WWS, Media Molecule",2.8,1.98,0.17,0.87,5.82,False
Resident Evil 2,1998,PS,Action,Virgin Interactive,Capcom,1.88,1.47,2.02,0.45,5.82,False
Need for Speed: Hot Pursuit,2010,"PC, PS3, Wii, X360",Racing,Electronic Arts,Criterion Games,2.37,2.62,0.03,0.78,5.8100000000000005,True
Madden NFL 25,2013,"PS3, PS4, X360, XOne",Sports,Electronic Arts,EA Sports,4.88,0.27,0.0,0.6599999999999999,5.8100000000000005,True
Dragon Quest IX: Sentinels of the Starry Skies,2009,DS,Role-Playing,Nintendo,Level 5,0.63,0.67,4.35,0.15,5.78,False
Tony Hawk's Pro Skater 4,2002,"GBA, GC, PS2, XB",Sports,Activision,Neversoft Entertainment,3.58,1.75,0.01,0.42,5.75,True
Tekken 2,1996,PS,Fighting,Sony Computer Entertainment,Namco,2.26,1.89,1.36,0.23,5.74,False
Middle-Earth: Shadow of Mordor,2014,"PC, PS3, PS4, X360, XOne",Action,Warner Bros. Interactive Entertainment,Monolith Productions,2.34,2.5500000000000003,0.07,0.75,5.710000000000001,True
Borderlands,2009,"PC, PS3, X360",Shooter,Take-Two Interactive,Gearbox Software,3.6099999999999994,1.4500000000000002,0.03,0.61,5.709999999999999,True
Mass Effect 3,2012,"PC, PS3, WiiU, X360",Role-Playing,Electronic Arts,BioWare,3.11,1.95,0.06,0.5800000000000001,5.699999999999999,True
Monster Hunter Tri,2009,"3DS, Wii, WiiU",Role-Playing,Nintendo,Capcom,1.35,0.8799999999999999,3.23,0.22,5.699999999999999,True
The Lord of the Rings: The Return of the King,2003,"GBA, GC, PS2, XB",Action,Electronic Arts,EA Games,3.14,1.9500000000000002,0.05,0.54,5.67,True
Tomb Raider,1996,"PC, PS",Action,Eidos Interactive,Core Design Ltd.,3.25,2.04,0.13,0.24,5.66,True
Cooking Mama,2006,DS,Simulation,505 Games,Taito Corporation,3.07,1.91,0.07,0.57,5.63,False
Madden NFL 12,2011,"PS3, PSP, Wii, X360",Sports,Electronic Arts,EA Tiburon,4.97,0.26,0.0,0.38,5.61,True
Saints Row: The Third,2011,"PC, PS3, X360",Action,THQ,Volition Inc.,2.27,2.34,0.25,0.74,5.61,True
Star Wars Episode III: Revenge of the Sith,2005,"DS, GBA, PS2, XB",Action,Ubisoft,Double Helix Games,3.06,1.99,0.03,0.5,5.579999999999999,True
Batman: Arkham Knight,2015,"PC, PS4, XOne",Action,Warner Bros. Interactive Entertainment,Rocksteady Studios,2.5,2.19,0.1,0.79,5.57,True
Star Wars: Battlefront,2004,"PC, PS2, XB",Shooter,LucasArts,Pandemic Studios,3.2399999999999998,1.7999999999999998,0.03,0.53,5.569999999999999,True
Fight Night Round 3,2006,"PS2, PS3, PSP, X360, XB",Fighting,Electronic Arts,EA Chicago,3.9299999999999997,1.08,0.02,0.5099999999999999,5.550000000000001,True
Super Smash Bros.,1999,N64,Fighting,Nintendo,,2.95,0.6,1.97,0.04,5.55,False
Winning Eleven: Pro Evolution Soccer 2007,2006,"DS, PC, PS2, PSP, X360",Sports,Konami Digital Entertainment,KCET,0.2,3.12,1.3399999999999999,0.88,5.529999999999999,True
NBA 2K12,2011,"PC, PS3, PSP, Wii, X360",Sports,Take-Two Interactive,Visual Concepts,4.529999999999999,0.5100000000000001,0.060000000000000005,0.41000000000000003,5.5,True
Forza Motorsport 3,2009,X360,Racing,Microsoft Game Studios,Turn 10,2.99,1.9,0.1,0.5,5.49,False
Super Mario Advance,2001,GBA,Platform,Nintendo,Nintendo,3.14,1.24,0.91,0.2,5.49,False
Monster Hunter Freedom Unite,2008,PSP,Role-Playing,Capcom,Capcom,0.47,0.55,4.13,0.34,5.48,False
Mario Kart: Super Circuit,2001,GBA,Racing,Nintendo,Intelligent Systems,2.62,1.64,0.99,0.23,5.47,False
Sega Superstars Tennis,2008,"DS, PS2, PS3, Wii, X360",Sports,Sega,Sumo Digital,2.5500000000000003,2.08,0.0,0.8400000000000001,5.460000000000001,True
Sonic Heroes,2003,"GC, PS2, XB",Platform,Sega,Sonic Team,2.5,2.24,0.13,0.5800000000000001,5.460000000000001,True
Super Mario World,2001,GBA,Platform,Nintendo,,3.21,1.11,0.95,0.2,5.46,False
Need for Speed: Most Wanted,2012,"PC, PS3, PSV, X360",Racing,Electronic Arts,Black Box,1.6600000000000001,2.7500000000000004,0.07999999999999999,0.97,5.46,True
God of War III,2010,"PS3, PS4",Action,Sony Computer Entertainment,SCE Santa Monica,2.9800000000000004,1.62,0.13,0.71,5.45,True
Pokemon Stadium,1999,N64,Strategy,Nintendo,,3.18,1.24,0.94,0.09,5.45,False
Crash Bandicoot: The Wrath of Cortex,2001,PS2,Platform,Universal Interactive,Traveller's Tales,2.07,2.29,0.24,0.82,5.42,False
Fable III,2010,"PC, X360",Role-Playing,Microsoft Game Studios,Lionhead Studios,3.69,1.25,0.05,0.43,5.42,True
LEGO Pirates of the Caribbean: The Video Game,2011,"3DS, DS, PC, PS3, PSP, Wii, X360",Action,Disney Interactive Studios,Traveller's Tales,2.4099999999999997,2.3499999999999996,0.0,0.64,5.410000000000001,True
NBA 2K11,2010,"PC, PS2, PS3, PSP, Wii, X360",Action,Take-Two Interactive,Visual Concepts,4.619999999999999,0.34,0.04,0.4200000000000001,5.4,True
Skylanders Giants,2012,"3DS, PS3, Wii, WiiU, X360",Action,Activision,Toys for Bob,2.93,1.89,0.0,0.56,5.390000000000001,True
Uncharted 4: A Thief's End,2016,PS4,Shooter,Sony Computer Entertainment,Naughty Dog,1.85,2.5,0.19,0.85,5.38,False
Skylanders: Spyro's Adventure,2011,"3DS, PC, PS3, Wii, X360",Action,Activision,Toys for Bob,2.6399999999999997,2.09,0.0,0.6200000000000001,5.359999999999999,True
Need for Speed: Shift,2009,"PC, PS3, PSP, X360",Racing,Electronic Arts,Slightly Mad Studios,1.5799999999999998,2.78,0.060000000000000005,0.96,5.359999999999999,True
MySims,2007,"DS, PC, Wii",Simulation,Electronic Arts,EA Redwood Shores,2.48,2.15,0.12,0.58,5.340000000000001,True
Resident Evil 4,2005,"GC, PS2",Action,Capcom,Capcom,3.06,1.25,0.68,0.31,5.3100000000000005,True
Pokemon Pinball,1999,GB,Misc,Nintendo,,3.02,1.12,1.01,0.16,5.31,False
Rock Band 2,2008,"PS2, PS3, Wii, X360",Misc,MTV Games,Harmonix Music Systems,4.13,0.68,0.0,0.5,5.300000000000001,True
Final Fantasy IX,2000,PS,Role-Playing,SquareSoft,SquareSoft,1.62,0.77,2.78,0.14,5.3,False
Final Fantasy X-2,2003,PS2,Role-Playing,Electronic Arts,SquareSoft,1.92,1.08,2.11,0.17,5.29,False
Call of Duty 3,2006,"PS2, PS3, X360",Shooter,Activision,Treyarch,2.98,1.57,0.05,0.68,5.2700000000000005,True
The Incredibles,2004,"GBA, GC, PS2",Action,THQ,Heavy Iron Studios,2.76,2.02,0.08,0.42000000000000004,5.27,True
Donkey Kong 64,1999,N64,Platform,Nintendo,,3.33,0.79,1.09,0.06,5.27,False
Tomodachi Life,2013,3DS,Simulation,Nintendo,,0.97,2.11,1.9,0.24,5.23,False
New Super Mario Bros. U,2012,WiiU,Platform,Nintendo,Nintendo,2.3,1.34,1.27,0.32,5.22,False
True Crime: Streets of LA,2003,"GC, PS2, XB",Action,Activision,"Luxoflux, Inc.",3.2899999999999996,1.53,0.02,0.38,5.210000000000001,True
Dragon Quest VIII: Journey of the Cursed King,2004,PS2,Role-Playing,Square Enix,Level 5,0.65,0.75,3.61,0.2,5.21,False
Super Mario Bros. 3,2003,GBA,Platform,Nintendo,,2.93,1.25,0.83,0.2,5.2,False
Professor Layton and the Curious Village,2007,DS,Puzzle,Nintendo,Level 5,1.21,2.43,1.03,0.52,5.19,False
Super Mario Land 3: Wario Land,1994,GB,Platform,Nintendo,,2.49,0.98,1.57,0.15,5.19,False
WWE SmackDown vs. Raw 2010,2009,"DS, PS2, PS3, PSP, Wii, X360",Fighting,THQ,Yuke's,2.66,1.38,0.02,1.09,5.15,True
Donkey Kong Country 2: Diddy's Kong Quest,1995,SNES,Platform,Nintendo,,2.1,0.74,2.2,0.11,5.15,False
James Bond 007: Agent Under Fire,2001,"GC, PS2, XB",Shooter,Electronic Arts,Electronic Arts,3.11,1.4999999999999998,0.1,0.45999999999999996,5.1499999999999995,True
FIFA Soccer 06,2005,"DS, GBA, PS2, PSP, XB",Sports,Electronic Arts,EA Canada,1.2700000000000002,2.9499999999999997,0.04,0.86,5.13,True
Kirby's Dream Land,1992,GB,Platform,Nintendo,,2.71,0.61,1.7,0.11,5.13,False
LEGO Indiana Jones 2: The Adventure Continues,2009,"DS, PC, PS3, PSP, Wii, X360",Action,Activision,Traveller's Tales,2.8699999999999997,1.6600000000000001,0.0,0.6,5.12,True
Microsoft Flight Simulator,1996,PC,Simulation,Microsoft Game Studios,,3.22,1.69,0.0,0.2,5.12,False
Resident Evil 6,2012,"PC, PS3, X360",Shooter,Capcom,Capcom,2.0,1.58,0.95,0.56,5.09,True
The LEGO Movie Videogame,2014,"3DS, PC, PS3, PS4, PSV, WiiU, X360, XOne",Action,Warner Bros. Interactive Entertainment,TT Games,2.2800000000000002,2.11,0.11,0.5900000000000001,5.08,True
The Legend of Zelda: Phantom Hourglass,2007,DS,Action,Nintendo,Nintendo,1.85,1.8,0.95,0.48,5.08,False
Super Mario Bros.,1999,GB,Platform,Nintendo,,3.4,1.3,0.15,0.22,5.07,False
Metal Gear Solid V: The Phantom Pain,2015,"PC, PS3, PS4, X360, XOne",Action,Konami Digital Entertainment,"Kojima Productions, Moby Dick Studio",1.8399999999999999,1.86,0.72,0.6400000000000001,5.06,True
Resident Evil,1996,PS,Action,Virgin Interactive,Capcom,2.05,1.16,1.11,0.73,5.05,False
Grand Theft Auto: Vice City Stories,2006,PSP,Action,Take-Two Interactive,Rockstar Leeds,1.7,1.99,0.16,1.18,5.03,False
Warzone 2100,1999,PS,Strategy,Eidos Interactive,,2.79,1.89,0.0,0.33,5.01,False
Spyro the Dragon,1998,PS,Platform,Sony Computer Entertainment,,3.36,1.36,0.07,0.21,5.0,False
The Sims: Bustin' Out,2003,"GBA, GC, PS2, XB",Simulation,Electronic Arts,Maxis,2.83,1.88,0.0,0.29000000000000004,4.98,True
Link's Crossbow Training,2007,Wii,Shooter,Nintendo,Nintendo,3.05,1.17,0.29,0.46,4.98,False
Need for Speed Rivals,2013,"PC, PS3, PS4, X360, XOne",Racing,Electronic Arts,Ghost Games,1.9300000000000002,2.32,0.09,0.6500000000000001,4.98,True
Mass Effect 2,2010,"PC, PS3, X360",Role-Playing,Electronic Arts,BioWare,2.78,1.58,0.06,0.52,4.9399999999999995,True
Mortal Kombat,2011,"PS3, X360",Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,3.61,0.8400000000000001,0.0,0.5,4.9399999999999995,True
James Bond 007: Nightfire,2002,"GC, PS2, XB",Shooter,Electronic Arts,Eurocom Entertainment Software,2.63,1.67,0.12,0.51,4.930000000000001,True
Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,2007,DS,Role-Playing,Nintendo,,1.83,1.19,1.54,0.37,4.93,False
Uncharted: Drake's Fortune,2007,PS3,Action,Sony Computer Entertainment,"Naughty Dog, SCE/WWS",2.31,1.72,0.12,0.77,4.92,False
Disney Infinity,2013,"3DS, PS3, PSV, Wii, WiiU, X360",Action,Disney Interactive Studios,Avalanche Software,3.0199999999999996,1.3900000000000001,0.0,0.5,4.919999999999999,True
Wall-E,2008,"DS, PC, PS2, PS3, PSP, Wii, X360",Platform,THQ,Heavy Iron Studios,1.88,1.92,0.0,1.11,4.909999999999999,True
Assassin's Creed Syndicate,2015,"PC, PS4, XOne",Action,Ubisoft,Ubisoft Quebec,1.5400000000000003,2.6399999999999997,0.07,0.65,4.9,True
Mario & Sonic at the London 2012 Olympic Games,2011,"3DS, Wii",Sports,Sega,,1.3,2.5100000000000002,0.54,0.54,4.9,True
The Simpsons: Road Rage,2001,"GC, PS2, XB",Racing,Electronic Arts,Fox Interactive,2.9899999999999998,1.48,0.0,0.44,4.9,True
Guitar Hero 5,2009,"PS2, PS3, Wii, X360",Misc,Activision,Neversoft Entertainment,2.38,1.54,0.0,0.9700000000000001,4.89,True
Sonic Unleashed,2008,"PS2, PS3, Wii, X360",Platform,Sega,Sonic Team,2.7300000000000004,1.35,0.03,0.7999999999999999,4.89,True
FIFA Soccer 2005,2004,"GBA, GC, PS2, XB",Sports,Electronic Arts,EA Canada,1.08,3.13,0.04,0.63,4.89,True
Diddy Kong Racing,1997,N64,Racing,Nintendo,,2.91,0.99,0.89,0.1,4.88,False
Titanfall,2014,"PC, X360, XOne",Shooter,Electronic Arts,Respawn Entertainment,2.93,1.4400000000000002,0.06,0.44,4.870000000000001,True
Monster Hunter Freedom 3,2010,PSP,Role-Playing,Capcom,,0.0,0.0,4.87,0.0,4.87,False
Dead Island,2011,"PC, PS3, X360",Action,Deep Silver,Techland,2.68,1.49,0.15,0.54,4.86,True
WWE SmackDown vs. Raw 2009,2008,"DS, PS2, PS3, PSP, Wii, X360",Fighting,THQ,Yuke's,2.77,1.09,0.01,0.98,4.859999999999999,True
StarCraft II: Wings of Liberty,2010,PC,Strategy,Activision,Blizzard Entertainment,2.57,1.68,0.0,0.58,4.84,False
Enter the Matrix,2003,"GC, PS2, XB",Action,Atari,Shiny Entertainment,2.84,1.6400000000000001,0.12,0.24000000000000002,4.83,True
Midnight Club: Los Angeles,2008,"PS3, X360",Racing,Take-Two Interactive,Rockstar San Diego,3.24,0.98,0.060000000000000005,0.52,4.800000000000001,True
Dragon Age: Inquisition,2014,"PC, PS3, PS4, X360, XOne",Role-Playing,Electronic Arts,BioWare,2.25,1.8000000000000003,0.13,0.6100000000000001,4.8,True
Crash Team Racing,1999,PS,Racing,Sony Computer Entertainment,Naughty Dog,2.57,1.57,0.44,0.21,4.79,False
Batman: Arkham Origins,2013,"PC, PS3, WiiU, X360",Action,Warner Bros. Interactive Entertainment,WB Games Montreal,2.5399999999999996,1.61,0.04,0.6000000000000001,4.789999999999999,True
Michael Jackson: The Experience,2010,"DS, PSP, Wii",Misc,Ubisoft,Ubisoft,2.96,1.3800000000000001,0.01,0.43000000000000005,4.760000000000001,True
Dragon Age: Origins,2009,"PC, PS3, X360",Role-Playing,Electronic Arts,BioWare,2.7199999999999998,1.43,0.11,0.48,4.74,True
Driver 2,2000,PS,Action,Atari,Reflections Interactive,2.36,2.1,0.02,0.25,4.73,False
Saints Row 2,2008,"PS3, X360",Action,THQ,Volition Inc.,2.82,1.33,0.04,0.53,4.71,True
The SpongeBob SquarePants Movie,2004,"GBA, GC, PS2, XB",Platform,THQ,Heavy Iron Studios,3.21,1.23,0.0,0.27,4.7,True
Ghostbusters: The Video Game (DS Version),2009,"PC, PS3, X360",Action,Take-Two Interactive,,1.6400000000000001,2.26,0.16,0.64,4.699999999999999,True
WWF War Zone,1998,"N64, PS",Fighting,Acclaim Entertainment,,3.5500000000000003,1.0,0.0,0.15,4.6899999999999995,True
LEGO Jurassic World,2015,"3DS, PC, PS3, PS4, PSV, WiiU, X360, XOne",Action,Warner Bros. Interactive Entertainment,TT Games,2.1500000000000004,1.91,0.07,0.56,4.67,True
BioShock,2007,"PC, PS3, X360",Shooter,Take-Two Interactive,"Irrational Games, 2K Marin",2.4099999999999997,1.7000000000000002,0.060000000000000005,0.5,4.66,True
Animal Crossing: City Folk,2008,Wii,Simulation,Nintendo,Nintendo,1.82,1.12,1.32,0.36,4.62,False
Uncharted: The Nathan Drake Collection,2015,PS4,Action,Sony Computer Entertainment,Bluepoint Games,2.07,1.71,0.08,0.76,4.62,False
The Legend of Zelda: A Link to the Past,1991,SNES,Action,Nintendo,,2.42,0.91,1.15,0.13,4.61,False
Skate 3,2010,"PS3, X360",Sports,Electronic Arts,EA Black Box,2.26,1.81,0.0,0.56,4.609999999999999,True
The Legend of Zelda: The Wind Waker,2002,GC,Action,Nintendo,Nintendo,2.6,0.99,0.89,0.13,4.6,False
Luigi's Mansion: Dark Moon,2013,3DS,Action,Nintendo,Next Level Games,1.8,1.39,1.11,0.29,4.59,False
Forza Motorsport 4,2011,X360,Racing,Microsoft Game Studios,Turn 10,2.08,1.97,0.06,0.46,4.57,False
Namco Museum: 50th Anniversary,2005,"GBA, GC, PS2, XB",Misc,Namco Bandai Games,Backbone Vancouver,2.52,1.4800000000000002,0.0,0.56,4.57,True
SoulCalibur II,2003,"GC, PS2, XB",Fighting,Namco Bandai Games,Namco,2.83,1.1199999999999999,0.27,0.33,4.5600000000000005,True
Max Payne,2001,"PC, PS2, XB",Shooter,Take-Two Interactive,Remedy Entertainment,2.9699999999999998,1.26,0.05,0.27,4.55,True
Portal 2,2011,"PC, PS3, X360",Shooter,Valve Software,Valve Software,2.57,1.41,0.03,0.51,4.54,True
Just Dance 2015,2014,"PS3, PS4, Wii, WiiU, X360, XOne",Misc,Ubisoft,Ubisoft,2.46,1.6099999999999999,0.0,0.45,4.51,True
Pitfall!,1981,2600,Platform,Activision,,4.21,0.24,0.0,0.05,4.5,False
Call of Duty: Finest Hour,2004,"GC, PS2, XB",Shooter,Activision,Spark Unlimited,2.6,1.6,0.01,0.29,4.5,True
World Soccer Winning Eleven 9,2005,"PS2, XB",Sports,Konami Digital Entertainment,KCET,0.18,2.59,0.92,0.8,4.5,True
pro evolution soccer 2011,2010,"PC, PS2, PS3, PSP, Wii, X360",Sports,Konami Digital Entertainment,Konami,0.5399999999999999,2.27,0.9100000000000001,0.7799999999999999,4.499999999999999,True
Halo 5: Guardians,2015,XOne,Shooter,Microsoft Game Studios,343 Industries,2.78,1.27,0.03,0.41,4.48,False
Ben 10: Protector of Earth,2007,"DS, PS2, PSP, Wii",Action,D3Publisher,High Voltage Software,1.5400000000000003,1.6700000000000002,0.0,1.24,4.4799999999999995,True
Marvel: Ultimate Alliance,2006,"PC, PS2, PS3, PSP, Wii, X360",Role-Playing,Activision,Raven Software,4.01,0.07,0.0,0.39,4.4799999999999995,True
Dragon Quest VII: Warriors of Eden,2000,PS,Role-Playing,Enix Corporation,,0.2,0.14,4.1,0.02,4.47,False
God of War,2005,PS2,Action,Sony Computer Entertainment,SCE Santa Monica,2.71,1.29,0.02,0.43,4.45,False
Splatoon,2015,WiiU,Shooter,Nintendo,Nintendo,1.54,1.18,1.46,0.26,4.43,False
SpongeBob SquarePants: Battle for Bikini Bottom,2003,"GBA, GC, PS2, XB",Platform,THQ,Heavy Iron Studios,3.1500000000000004,1.07,0.0,0.21,4.42,True
Nintendo Land,2012,WiiU,Misc,Nintendo,Nintendo,2.52,1.11,0.46,0.33,4.42,False
Ratatouille,2007,"DS, GBA, GC, PC, PS2, PS3, PSP, Wii, X360",Action,THQ,Asobo Studio,2.03,1.3499999999999999,0.0,0.99,4.41,True
FIFA Soccer 2004,2003,"GBA, GC, PS2, XB",Sports,Electronic Arts,EA Canada,0.92,2.869999999999999,0.04,0.56,4.4,True
Midnight Club 3: DUB Edition,2005,"PSP, XB",Racing,Take-Two Interactive,Rockstar Leeds,2.26,1.31,0.0,0.8200000000000001,4.39,True
Zelda II: The Adventure of Link,1987,NES,Adventure,Nintendo,,2.19,0.5,1.61,0.08,4.38,False
Tekken 6,2009,"PS3, PSP, X360",Fighting,Namco Bandai Games,"Namco Bandai Games America, Namco Bandai Games",2.06,1.41,0.32000000000000006,0.5700000000000001,4.37,True
Sonic the Hedgehog,1991,GEN,Platform,Sega,,3.03,0.91,0.26,0.13,4.34,False
Resistance: Fall of Man,2006,PS3,Shooter,Sony Computer Entertainment,Insomniac Games,1.74,1.72,0.14,0.75,4.34,False
Kingdom Hearts II,2005,PS2,Role-Playing,Square Enix,Square Enix,2.2,0.58,1.38,0.17,4.33,False
Left 4 Dead 2,2009,"PC, X360",Shooter,Electronic Arts,Valve Software,2.67,1.19,0.05,0.42,4.33,True
The Legend of Zelda: Ocarina of Time,2011,3DS,Action,Nintendo,,2.09,1.31,0.62,0.31,4.33,False
Super Mario 3D World,2013,WiiU,Platform,Nintendo,Nintendo,2.11,1.16,0.73,0.32,4.32,False
Asteroids,1980,2600,Shooter,Atari,,4.0,0.26,0.0,0.05,4.31,False
Skylanders: Trap Team,2014,"3DS, PS3, PS4, Wii, WiiU, X360, XOne",Action,Activision,Toys for Bob,2.2,1.6400000000000001,0.0,0.46,4.3,True
Dishonored,2012,"PC, PS3, PS4, X360, XOne",Action,Bethesda Softworks,Arkane Studios,2.25,1.46,0.07,0.52,4.29,True
Guitar Hero: Aerosmith,2008,"PS2, PS3, Wii, X360",Misc,Activision,Neversoft Entertainment,3.37,0.42000000000000004,0.0,0.49,4.28,True
